Book	Chapter	Verse	Text	Index
The Book of Psalms	67	26	Princes went before joined with singers, in the midst of young damsels playing on timbrels. Princes.... The apostles, the first converters of nations; attended by numbers of perfect souls, singing the divine praises, and virgins consecrated to God.	3
The Book of Psalms	67	27	In the churches bless ye God the Lord, from the fountains of Israel. From the fountains of Israel.... From whom both Christ and his apostles sprung. By Benjamin, the holy fathers on this place understand St. Paul, who was of that tribe, named here a youth, because he was the last called to the apostleship. By the princes of Juda, Zabulon, and Nephthali, we may understand the other apostles, who were of the tribe of Juda; or of the tribes of Zabulon, and Nephthali, where our Lord began to preach, Matt. 4.13, etc.	3
The Book of Psalms	67	28	There is Benjamin a youth, in ecstasy of mind. The princes of Juda are their leaders: the princes of Zabulon, the princes of Nephthali.	3
The Book of Psalms	67	29	Command thy strength, O God confirm, O God, what thou hast wrought in us. Command thy strength.... Give orders that thy strength may be always with us.	3
The Book of Psalms	67	30	From thy temple in Jerusalem, kings shall offer presents to thee.	3
The Book of Psalms	67	31	Rebuke the wild beasts of the reeds, the congregation of bulls with the kine of the people; who seek to exclude them who are tried with silver. Scatter thou the nations that delight in wars: Rebuke the wild beasts of the reeds.... or the wild beasts, which lie hid in the reeds. That is, the devils, who hide themselves in order to surprise their prey. Or by wild beasts, are here understood persecutors, who, for all their attempts against the Church, are but as weak reeds, which cannot prevail against them who are supported by the strength of the Almighty. The same are also called the congregation of bulls (from their rage against the Church) who assemble together all their kine, that is, the people their subjects, to exclude if they can, from Christ and his inheritance, his constant confessors, who are like silver tried by fire.	3
The Book of Psalms	67	32	Ambassadors shall come out of Egypt: Ethiopia shall soon stretch out her hands to God. Ambassadors shall come, etc.... It is a prophecy of the conversion of the Gentiles, and by name of the Egyptians and Ethiopians.	3
The Book of Psalms	67	33	Sing to God, ye kingdoms of the earth: sing ye to the Lord: Sing ye to God,	3
The Book of Psalms	67	34	Who mounteth above the heaven of heavens, to the east. Behold he will give to his voice the voice of power: To the east.... From mount Olivet, which is on the east side of Jerusalem.—Ibid. The voice of power.... That is, he will make his voice to be a powerful voice: by calling from death to life, such as were dead in mortal sin: as at the last day he will by the power of his voice call all the dead from their graves.	3
The Book of Psalms	67	35	Give ye glory to God for Israel, his magnificence, and his power is in the clouds.	3
The Book of Psalms	67	36	God is wonderful in his saints: the God of Israel is he who will give power and strength to his people. Blessed be God. Psalms Chapter 68 Salvum me fac, Deus. Christ in his passion declareth the greatness of his sufferings, and the malice of his persecutors the Jews; and foretelleth their reprobation.	3
The Book of Psalms	68	1	Unto the end, for them that shall be changed; for David. For them that shall be changed.... A psalm for Christian converts, to remember the passion of Christ.	3
The Book of Psalms	68	2	Save me, O God: for the waters are come in even unto my soul. The waters.... Of afflictions and sorrows. My soul is sorrowful even unto death. Matt. 26.38.	3
The Book of Psalms	68	3	I stick fast in the mire of the deep and there is no sure standing. I am come into the depth of the sea, and a tempest hath overwhelmed me.	3
The Book of Psalms	68	4	I have laboured with crying; my jaws are become hoarse, my eyes have failed, whilst I hope in my God.	3
The Book of Psalms	68	5	They are multiplied above the hairs of my head, who hate me without cause. My enemies are grown strong who have wrongfully persecuted me: then did I pay that which I took not away. I pay that which I took not away.... Christ in his passion made restitution of what he had not taken away, by suffering the punishment due to our sins, and so repairing the injury we had done to God.	3
The Book of Psalms	68	6	O God, thou knowest my foolishness; and my offences are not hidden from thee: My foolishness and my offences.... which my enemies impute to me: or the follies and sins of men, which I have taken upon myself.	3
The Book of Psalms	68	7	Let not them be ashamed for me, who look for thee, O Lord, the Lord of hosts. Let them not be confounded on my account, who seek thee, O God of Israel.	3
The Book of Psalms	68	8	Because for thy sake I have borne reproach; shame hath covered my face.	3
The Book of Psalms	68	9	I am become a stranger to my brethren, and an alien to the sons of my mother.	3
The Book of Psalms	68	10	For the zeal of thy house hath eaten me up: and the reproaches of them that reproached thee are fallen upon me.	3
The Book of Psalms	68	11	And I covered my soul in fasting: and it was made a reproach to me.	3
The Book of Psalms	68	12	And I made haircloth my garment: and I became a byword to them.	3
The Book of Psalms	68	13	They that sat in the gate spoke against me: and they that drank wine made me their song.	3
The Book of Psalms	68	14	But as for me, my prayer is to thee, O Lord; for the time of thy good pleasure, O God. In the multitude of thy mercy hear me, in the truth of thy salvation.	3
The Book of Psalms	68	15	Draw me out of the mire, that I may not stick fast: deliver me from them that hate me, and out of the deep waters.	3
The Book of Psalms	68	16	Let not the tempest of water drown me, nor the deep water swallow me up: and let not the pit shut her mouth upon me.	3
The Book of Psalms	68	17	Hear me, O Lord, for thy mercy is kind; look upon me according to the multitude of thy tender mercies.	3
The Book of Psalms	68	18	And turn not away thy face from thy servant: for I am in trouble, hear me speedily.	3
The Book of Psalms	68	19	Attend to my soul, and deliver it: save me because of my enemies.	3
The Book of Psalms	68	20	Thou knowest my reproach, and my confusion, and my shame.	3
The Book of Psalms	68	21	In thy sight are all they that afflict me; my heart hath expected reproach and misery. And I looked for one that would grieve together with me, but there was none: and for one that would comfort me, and I found none.	3
The Book of Psalms	68	22	And they gave me gall for my food, and in my thirst they gave me vinegar to drink.	3
The Book of Psalms	68	23	Let their table become as a snare before them, and a recompense, and a stumblingblock. Let their table, etc.... What here follows in the style of an imprecation, is a prophecy of the wretched state to which the Jews should be reduced in punishment of their wilful obstinacy.	3
The Book of Psalms	68	24	Let their eyes be darkened that they see not; and their back bend thou down always.	3
The Book of Psalms	68	25	Pour out thy indignation upon them: and let thy wrathful anger take hold of them.	3
The Book of Psalms	68	26	Let their habitation be made desolate: and let there be none to dwell in their tabernacles.	3
The Book of Psalms	68	27	Because they have persecuted him whom thou hast smitten; and they have added to the grief of my wounds.	3
The Book of Psalms	68	28	Add thou iniquity upon their iniquity: and let them not come into thy justice.	3
The Book of Psalms	68	29	Let them be blotted out of the book of the living; and with the just let them not be written.	3
The Book of Psalms	68	30	But I am poor and sorrowful: thy salvation, O God, hath set me up.	3
The Book of Psalms	68	31	I will praise the name of God with a canticle: and I will magnify him with praise.	3
The Book of Psalms	68	32	And it shall please God better than a young calf, that bringeth forth horns and hoofs.	3
The Book of Psalms	68	33	Let the poor see and rejoice: seek ye God, and your soul shall live.	3
The Book of Psalms	68	34	For the Lord hath heard the poor: and hath not despised his prisoners.	3
The Book of Psalms	68	35	Let the heavens and the earth praise him; the sea, and every thing that creepeth therein.	3
The Book of Psalms	68	36	For God will save Sion, and the cities of Juda shall be built up. And they shall dwell there, and acquire it by inheritance. Sion.... The catholic church. The cities of Juda, etc., her places of worship, which shall be established throughout the world. And there, viz., in this church of Christ, shall his servants dwell, etc.	3
